Weight (Max Sharpe Ratio),Weight (Min Risk)
0.24133126859237247,0.0017941865223438285
0.07536778502140559,0.3053310670429204
0.33408513773709836,0.3683346501300669
0.0005931206598408724,0.002337662515488132
0.3486226879892827,0.322202433789181
