Date,AAPL,AMZN,GOOGL,META,MSFT
2020-01-12,0.04337161341690887,0.004368071330570711,0.049532901849710154,0.0449992786315454,0.01714772680516985
2020-01-19,0.027068080133364036,-0.0097920208415897,0.03538237525243382,0.018710455272560322,0.03570135693423371
2020-01-26,-0.0013178679415249972,-0.0016517153085983116,-0.009023139210877051,-0.018906981902323317,-0.01232792804958971
2020-02-02,-0.02764580124283056,0.07900556733836894,-0.02277365118998509,-0.07355234743381533,0.03144680102995778
2020-02-09,0.036442977922422015,0.035126846777891796,0.03233570826935028,0.051607141696569325,0.08024412867310682
2020-02-16,0.015373514556244361,0.026735244429549,0.02678641707660656,0.00871280944177899,0.007939660232177737
2020-02-23,-0.03662087516566381,-0.018221247188566658,-0.023223403969939604,-0.01867588073950055,-0.03383958717596358
2020-03-01,-0.12678501108108076,-0.10125144973310929,-0.09721186056001008,-0.08426107180618825,-0.09283856377355537
2020-03-08,0.05732377396696542,0.009205008787118496,-0.032488316786695615,-0.059126122567865425,-0.002715710675161187
2020-03-15,-0.03826585786738779,-0.06106493603851937,-0.06287529019301297,-0.05969406249489173,-0.01695849814245909
2020-03-22,-0.1753066155943822,0.03422405339088752,-0.12028628371517902,-0.12068359877306001,-0.13523911183926896
2020-03-29,0.08070132804280883,0.0292564347666886,0.039364936339219,0.04715152447770521,0.08991616799995694
2020-04-05,-0.02555097329287548,0.0034156207250033432,-0.01581615403644765,-0.016646474405981104,0.02758861584558403
2020-04-12,0.11010325911480101,0.07142072830889212,0.10420976834833828,0.13626936544098878,0.07352274516605606
2020-04-19,0.05526307882617276,0.16264269353525007,0.060029703908135446,0.023117774960431214,0.08150651687589239
2020-04-26,0.000601014065009231,0.014829487047697265,-0.0018764492643181807,0.060421789216401844,-0.022676222574942062
2020-05-03,0.02155722450196862,-0.051522263959536074,0.03189715533437254,0.06418685998907558,0.0001145731131302341
2020-05-10,0.07575856543758852,0.04093101813187627,0.05087610741246462,0.049834387789287726,0.057913459092334696
2020-05-17,-0.007803232212773459,0.012678541061718951,-0.008148330140686944,-0.006922539102666825,-0.008230276388566882
2020-05-24,0.03633318251699813,0.011245867878228122,0.029263144933492136,0.11395105378838788,0.0047011611794116615
2020-05-31,-0.0029792900107111775,0.0022528641693659868,0.014350002861211797,-0.04180327432263675,-0.0014166463915468164
2020-06-07,0.04264949039977983,0.016635495638096964,0.004534250472898682,0.02523438636537123,0.021555220001902242
2020-06-14,0.022021159700142512,0.024977832353536344,-0.018819123871567256,-0.009489978770467089,0.002884649610902734
2020-06-21,0.032231499560958055,0.05107625179694053,0.008294857518802212,0.044667037244248586,0.03946942051809166
2020-06-28,0.011180315823162701,0.0066765364515981585,-0.0435900053135424,-0.09510445200216422,0.006046690744444083
2020-07-05,0.029635271801885077,0.07331587638978987,0.07881602438288549,0.0802480386475013,0.05057809726237594
2020-07-12,0.05374752815190598,0.10715151144000035,0.04699546875416849,0.04991007302999528,0.03592547785153144
2020-07-19,0.004248566275183885,-0.07438440322875972,-0.01439888892149721,-0.012404653584965453,-0.050498393752799076
2020-07-26,-0.038540540968454384,0.015847562221409595,-0.005696004397219179,-0.046771028891142485,-0.007787812324691723
2020-08-02,0.14733049986275693,0.05176956540612809,-0.01343314915058924,0.09951883657804972,0.01843004681288729
2020-08-09,0.04755155149701462,0.0008784937121162351,0.007002973615456876,0.05822527054470217,0.036437210031112555
2020-08-16,0.03415458443474195,-0.006137410513960995,0.004177818548353418,-0.026821681349830984,-0.016848424826306885
2020-08-23,0.08234881304291064,0.04342406600130766,0.04714786705220897,0.02208704542544715,0.02218716475355209
2020-08-30,0.0035177364777831954,0.03564385503796674,0.04053127471997908,0.0998089694085893,0.07459398727436972
2020-09-06,-0.030827415946912184,-0.03150681195634564,-0.035512289085576465,-0.03721988878116855,-0.06404254417136346
2020-09-13,-0.074074252445678,-0.0541488731138402,-0.04139233927179409,-0.05701561563461033,-0.047701352255064666
2020-09-20,-0.04607125457499173,-0.051764674774733344,-0.042665133835027014,-0.05281117492167142,-0.017840457477969807
2020-09-27,0.050917172272924915,0.047453233097678016,-0.008290235095920973,0.009068263398374521,0.037077685158997786
2020-10-04,0.006590651638911815,0.009650643129711867,0.011493555736895589,0.020092594655148455,-0.007843415936264142
2020-10-11,0.03494961701619981,0.05172802734374993,0.037682060334905065,0.017350195134516078,0.04665612914616424
2020-10-18,0.017525727808265,-0.0042414385922721065,0.03790265267249793,0.005596446967041091,0.01783965717381686
2020-10-25,-0.03343965567536944,-0.02087259101441097,0.041640618103092164,0.07092098066627073,-0.015614972101744673
2020-11-01,-0.053720420846636974,-0.05250596704170163,-0.010330877756450252,-0.07612634763462789,-0.06363599188290836
2020-11-08,0.09218055752167942,0.09064770864107397,0.08886780876977007,0.11516103529883348,0.10495385945795932
2020-11-15,0.004802479164235818,-0.05513120493549861,0.007120357505835395,-0.056098944308774934,-0.03222781582295242
2020-11-22,-0.016099300638739433,-0.009399769909441469,-0.020245322235656338,-0.026178009317364914,-0.025722536676526464
2020-11-29,-0.006391797416888334,0.030954359118064323,0.02916409626399652,0.030070392971791815,0.023004790199574687
2020-12-06,0.04854624108039607,-0.010252433267211036,0.020559430313026317,0.006803263615589916,-0.004042054630218006
2020-12-13,0.001308938048292685,-0.014595669923272325,-0.026845698789695005,-0.021987930445674486,-0.005131650079938543
2020-12-20,0.03471926925524671,0.02734872161212154,-0.02737210855268557,0.010418593422393485,0.024993065486226484
2020-12-27,0.04192314876050207,-0.009045323556473694,0.004599682399514471,-0.03256150578415218,0.01903103518478866
2021-01-03,0.005455889132252922,0.026551539489495735,0.010656497660227027,0.021540799914359088,-0.0014816214636168556
2021-01-10,-0.00482310377503592,-0.02279141494042336,0.025783943064409565,-0.02046418312691667,-0.012588636551857268
2021-01-17,-0.03718323138049251,-0.024648887710132517,-0.03905269778910814,-0.06058230096852846,-0.03173676450526719
2021-01-24,0.0938336859821105,0.06055570553143608,0.09547240669379353,0.0920591953113461,0.0625442118604409
2021-01-31,-0.05112525814811342,-0.02613121512379657,-0.03445071430235758,-0.05890715274220171,0.026598824665918563
2021-02-07,0.037923114899879984,0.04552118221874646,0.14308622415263605,0.03781992040833759,0.04414542666883636
2021-02-14,-0.01016379187358607,-0.022206644468367398,0.0029682185195563093,0.008951860655899146,0.011519485365800053
2021-02-21,-0.04062931028368921,-0.00848460020110986,-0.0029689754303517946,-0.033049916604089624,-0.014143430541441071
2021-02-28,-0.06629694304348088,-0.04829992134673622,-0.03202781749879924,-0.015063474836298774,-0.03564766144322884
2021-03-07,0.0013193794779027268,-0.02989724726793408,0.037172805332573056,0.025852044827032294,-0.003356498607210212
2021-03-14,-0.003211973138079638,0.029672168379949015,-0.022445606088410175,0.01558950785612856,0.01791874970697771
2021-03-21,-0.008592904389657208,-0.004703051007043824,-0.011239028558498454,0.08088670621747918,-0.022905512346160672
2021-03-28,0.010167523622917507,-0.007457005135654171,-0.0011001299695081457,-0.02443899450513154,0.026611554967384432
2021-04-04,0.01476770164816088,0.03570411519292471,0.051883407912914015,0.05526116619162891,0.02482245618164658
2021-04-11,0.08130074545637211,0.06681428253522781,0.06615239473822587,0.04620634709621663,0.05570455152613407
2021-04-18,0.008721848105510244,0.008077809778710865,0.005319982853375427,-0.020098569260185606,0.019112685341985847
2021-04-25,0.0011927470728700929,-0.017226330056193007,0.007526020656099641,-0.016493526402021508,0.0015724766270535095
2021-05-02,-0.021292389404321987,0.03787622188874873,0.023292056609708345,0.07953369408928035,-0.03434811041992114
2021-05-09,-0.007826100169511907,-0.050703385887853614,-0.0006671465280696509,-0.01845699596356476,0.0011104003602970813
2021-05-16,-0.021196683741672384,-0.020874289399503865,-0.031272171966485685,-0.009840742957873405,-0.017071953961803832
2021-05-23,-0.015849304585191182,-0.006149724088111097,0.006912793151111707,0.0009179228419347041,-0.009727448371457448
2021-05-30,-0.00653758048886055,0.0062408457892846325,0.02733935447139002,0.039528190132910535,0.018395256090919743
2021-06-06,0.010272033187093577,-0.0052279271714730235,0.015580105260622812,0.004928041441445652,0.0044456291753165456
2021-06-13,0.011597396413883354,0.04385539430173324,0.015303541261594278,0.0027546651893333163,0.028310757226301053
2021-06-20,0.02442082713559035,0.0418515070767993,-0.011513472558636217,-0.00483006114939033,0.005971530033464401
2021-06-27,0.020312823260616453,-0.02450315835795147,0.01996069538388956,0.03552142002364489,0.021547127659612864
2021-07-04,0.05146126515621141,0.0321979267002479,0.02243926395711804,0.039048590328707,0.04765669158596597
2021-07-11,0.03679631542034145,0.05934525122125334,0.0020837202367121055,-0.012066531243305145,0.0010446161066641757
2021-07-18,0.008820720175406693,-0.039176263153502866,0.011564031789280227,-0.026425459194084122,0.010109893359189437
2021-07-25,0.014823383090618814,0.02322846718862759,0.047609656697078506,0.08391958194246052,0.03177238983049335
2021-08-01,-0.018174394312589714,-0.08998697888630003,0.012866985550867849,-0.036480219692886506,-0.01643265394201432
2021-08-08,0.00342065564756866,0.005213939630664299,0.007511465058470224,0.020235818747335266,0.01596978589932152
2021-08-15,0.020254768378268784,-0.015237896780123217,0.014653163901266142,-0.000907862454892272,0.011711638174262129
2021-08-22,-0.006103317879379677,-0.028543089238972308,-0.002163612249752367,-0.010490659274821401,0.041292955938780906
2021-08-29,0.002766670958016748,0.046775786517046836,0.04783902435774734,0.03689793234212835,-0.015245207129586102
2021-09-05,0.038357914548984295,0.03833850154718421,-0.0018367257412651439,0.00974157967755196,0.004738007026618307
2021-09-12,-0.0345430104299963,-0.0025588595609638,-0.01992141919331747,0.006458280478158995,-0.018031469952124235
2021-09-19,-0.01953406820946657,-0.001911114735411501,-0.0005395100975363887,-0.03689033544756615,0.014067704610985166
2021-09-26,0.005887846329060142,-0.010685893671999902,0.010049668007554358,-0.03224393980660434,-0.0017340687099859364
2021-10-03,-0.02906341257190792,-0.04152949947009932,-0.03988325574917795,-0.028190111996643896,-0.03424081695945658
2021-10-10,0.0017524743583223756,0.001632556545999586,0.0237471562215803,-0.037783217992710116,0.019889390895464265
2021-10-17,0.013576170886410832,0.036611127350677286,0.011320837512742932,-0.01602780858353492,0.03174476220222666
2021-10-24,0.026581059827952336,-0.02155169288307235,-0.02689079929577809,-0.0004619547036310845,0.016271724605074978
2021-10-31,0.007465196569080179,0.011056703931315193,0.07617775849259689,-0.003203777068710334,0.072648550474117
2021-11-07,0.01135361460028661,0.04345820326331751,0.005444251970889935,0.05426954650032978,0.013388628412086323
2021-11-14,-0.00852728247467549,0.0017505814313487633,-0.0011690217438659056,-0.000703515466068283,0.001964116141726535
2021-11-21,0.0704047318477461,0.04295419389757549,0.0016714285171814947,0.01293664512021353,0.02084134385809011
2021-11-28,-0.02329491950818352,-0.0467855057342319,-0.04528072457028132,-0.03527365510097846,-0.03914194929138293
2021-12-05,0.03207697979770785,-0.03274873294784919,-0.0012765471090956382,-0.07889048740545246,-0.020231633935034687
2021-12-12,0.10881128191502287,0.01606296337375701,0.042253076171717696,0.07466433299288977,0.060462483689500024
2021-12-19,-0.046308218200944884,-0.012743035982536344,-0.042408282716936085,0.012251731751089734,-0.054708957371850664
2021-12-26,0.03003375709749667,0.0061816863659791554,0.03663078200146641,0.004343993685652858,0.033631874667043204
2022-01-02,0.010891801910708043,-0.014169739130124537,-0.004873539724479459,0.027204377111488043,0.013833716483545588
