Date,Adj Close
2020-02-29,-0.08411048363840312
2020-03-31,-0.12511928240892822
2020-04-30,0.1268440381652789
2020-05-31,0.04528181966555822
2020-06-30,0.01838839651392421
2020-07-31,0.055101321480443666
2020-08-31,0.07006466690171775
2020-09-30,-0.039227970178423055
2020-10-31,-0.027665786221379718
2020-11-30,0.10754563544385909
2020-12-31,0.03712145909357001
2021-01-31,-0.011136660755445171
2021-02-28,0.026091451377448394
2021-03-31,0.042438632533165155
2021-04-30,0.05242532134755851
2021-05-31,0.00548648867060697
2021-06-30,0.022214009565834747
2021-07-31,0.02274805482838871
2021-08-31,0.028990416255438634
2021-09-30,-0.047569168801901096
2021-10-31,0.0691438364006065
2021-11-30,-0.008333706184746159
2021-12-31,0.04636084529641993
